GeoFIPS,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
" ""19139""",14082,21543,20942,36193,7327,(D),24458,25670,(D),(D),(D),(D),(D),(D),(D),(D),(D),37940,24591,12590,82382,125263,98929
" ""19141""",56680,59441,99463,119138,(D),(D),(D),(D),(D),(D),203250,231349,244453,267794,188662,188411,240329,218605,164472,127780,225388,331363,256849
" ""19143""",54231,60245,61275,98523,83620,100070,130310,121384,58752,98294,133383,154052,182266,206254,145990,92355,183875,185447,103996,72747,159113,286261,192439
" ""19145""",26261,17476,36026,67905,43122,38494,30402,32949,74205,43354,36865,75232,68078,41991,42582,52149,42707,35338,60251,41137,122222,135079,135091
" ""19147""",48979,46742,68832,105033,93269,94240,135161,125617,83454,96143,156561,185447,210329,198698,169915,109182,156899,186730,123484,50442,183893,308107,199558
" ""19149""",75608,78697,98965,158027,120295,113719,120953,207837,158948,223210,259136,262085,286712,275141,202260,233201,310872,282224,195184,129707,320634,498501,386319
" ""19151""",39431,68167,71082,102581,73932,76210,88205,136572,117121,87143,155775,178390,257774,216724,267435,264248,134460,155950,128954,67860,184620,243147,173351
" ""19153""",(D),45646,(D),60253,40319,44863,65835,45709,62276,30839,73297,79058,(D),(D),(D),(D),(D),(D),(D),20104,80347,92976,75752
" ""19155""",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),227797,269980,264997
" ""19157""",30024,40771,46071,74973,48229,51591,80829,99985,95205,68348,138388,164049,176602,191863,137846,36547,29474,83426,11095,37257,136403,247506,188777
" ""19159""",(D),929,457,22674,15640,(D),2349,11598,18834,17826,29309,(D),(D),45578,(D),33182,64624,(D),(D),(D),73543,85048,63806
" ""19161""",49394,57465,41551,(D),(D),(D),(D),133451,99369,142321,173234,148966,197951,199646,(D),(D),(D),(D),110941,101355,212554,317815,271073
" ""19163""",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),61806,94520,(D),56396,53035,18973,36725,21741,10772,108413,137012,89706
" ""19165""",37669,45563,28077,71957,48668,42185,(D),89067,75837,55077,109380,99781,118966,88113,79180,80061,81485,89122,89640,62861,174033,216063,242751
" ""19167""",140617,174816,247712,275142,269337,305427,264013,339657,119222,273882,389242,458269,531370,672967,627877,577677,832330,731152,395641,461439,420255,885390,666664
" ""19169""",43779,68430,(D),(D),(D),(D),(D),82564,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),151818,166716,107662
" ""19171""",29767,53740,36266,91272,72824,84619,118346,131747,139120,116624,154285,168033,161282,127122,89426,90682,52906,61876,71423,92339,200352,219936,204990
" ""19173""",10699,16948,21869,(D),37421,(D),54061,57677,54137,43016,53434,44289,53067,37850,43990,19667,47431,41556,44867,34471,86917,102906,88810
" ""19175""",448,459,453,23217,15400,14263,20116,33449,(D),(D),49844,36799,50184,36266,27642,1981,12100,27452,2356,2315,37526,63512,32836
" ""19177""",867,829,12638,35852,22555,32662,32818,35905,26471,20075,29511,(D),(D),37571,(D),8580,26141,26865,9923,5459,41164,58935,18507
" ""19179""",1486,1332,1078,25030,7382,2151,4391,12512,16563,7514,23345,27766,28149,681,15048,3236,2610,1625,3262,829,34771,43522,22016
" ""19181""",(D),(D),(D),(D),(D),(D),16035,(D),31888,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),51664,57181,40056
" ""19183""",41326,36215,40632,94832,67126,90630,91269,122605,74791,101470,(D),(D),(D),(D),(D),(D),(D),(D),259879,(D),311535,473260,290823
" ""19185""",5445,(D),(D),(D),18311,(D),9459,18516,23142,(D),(D),(D),(D),962,(D),(D),(D),21077,7533,1310,36727,40529,18507
" ""19187""",44326,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),231472,282933,246379
" ""19189""",12961,21256,26784,46899,34256,30134,67378,66019,34361,56609,86204,86866,123899,93135,82189,6414,4418,44298,5507,3496,78155,146617,85319
" ""19191""",16549,14639,22912,57604,46153,30502,39657,44097,2200,59382,95618,96122,186150,141286,179041,132616,31284,39713,13982,48468,111019,168595,115744
" ""19193""",(D),(D),(D),(D),(D),(D),77039,131514,62594,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),169748,242790,370365
" ""19195""",14556,25093,(D),(D),(D),19590,38551,(D),(D),55115,62584,65235,103121,43764,27397,11006,3325,7233,9455,2849,81785,101272,99126
" ""19197""",68457,91189,99080,137892,91862,111800,176053,172830,80826,72814,197944,182625,200864,225454,189592,(D),88070,163194,6346,5537,131411,334449,265084
" ""20000""",2053517,1740695,2776490,3088953,3254957,2614641,3424069,3929954,3911727,4552416,6165210,5427071,7314053,4924344,4149556,4696781,4012779,4385898,3789820,4923006,6941399,6796660,9004872
" ""20001""",6320,6009,10403,21689,7513,6268,7754,21078,43441,23289,14425,21799,17426,5550,1415,1433,5140,10473,20871,22039,30163,35456,43950
" ""20003""",14145,13765,14406,22620,13865,1306,7203,17709,24294,8334,24102,39399,42958,46576,6752,57346,35615,40680,42899,47025,83722,69330,83268
" ""20005""",22646,14898,10915,31670,17903,2966,15877,17989,37351,11695,45908,12770,42703,22514,37558,13862,29104,32809,41546,36469,66252,33886,34084
" ""20007""",4608,18252,37142,27748,29487,49426,26493,31937,12556,21224,21208,23796,39471,27508,2790,2989,15996,3120,4450,11905,9275,13469,30761
" ""20009""",12548,2149,37170,52616,51201,91762,71080,88785,90108,85048,88762,91328,111229,94545,110533,135148,100367,82074,80044,78918,105646,107082,192689
" ""20011""",342,16032,466,2319,(D),(D),(D),987,900,638,615,877,11103,5209,5302,6932,8811,19885,15423,28505,27785,35793,54486
" ""20013""",43701,7276,28106,66022,44064,11151,44452,39733,79336,11224,97160,49074,67653,17765,8244,12369,28929,70987,56580,43093,96967,21121,13060
" ""20015""",(D),1247,26533,55330,(D),48784,48101,52612,57560,40453,35815,(D),(D),(D),(D),(D),(D),(D),(D),(D),88205,109639,149170
" ""20017""",18032,14711,11780,18329,18983,20365,19402,11721,6036,8081,8004,16866,19948,19870,23350,23731,21236,30550,17352,23391,30545,31698,53228
" ""20019""",224,13661,7005,4963,2990,2960,970,1987,7341,9241,9156,5419,10112,8947,4739,(D),2975,3286,1380,(D),9719,15407,28749
" ""20021""",3270,1809,19321,27420,11634,6254,32294,53403,28424,31896,16149,54206,35466,6225,(D),(D),(D),34724,35958,49052,75159,136585,71001
" ""20023""",15722,4125,12769,669,5325,1270,25641,21290,24036,36520,65630,49073,75440,47044,29679,24924,14233,34551,28340,48101,84668,97387,87030
" ""20025""",11904,16455,29532,20464,24476,18752,13973,24459,19319,33690,39529,40373,46608,42108,43608,55930,51695,62441,43881,39647,42604,59321,83117
" ""20027""",9542,6468,14923,34815,21301,23017,25052,55861,44230,46954,42549,37139,56054,32778,12566,14768,24999,40910,57045,49921,83121,53209,80916
" ""20029""",(D),(D),(D),(D),(D),(D),35081,(D),(D),27807,47992,31353,35592,29902,20110,6093,11539,27101,37493,36997,57046,42356,106083
" ""20031""",12779,4863,9893,26198,16960,(D),(D),21519,(D),23850,(D),31803,(D),34081,14594,33629,24704,26424,39370,32990,52353,42652,55682
" ""20033""",5779,6947,22114,14092,20380,19115,23997,27487,13949,17962,8545,5898,19555,8434,1505,(D),9585,(D),1923,1045,1957,1505,22230
" ""20035""",1346,2979,21365,29431,18412,26427,10711,15446,15244,37928,19808,23158,(D),(D),3468,(D),4407,9829,10120,26328,42878,55716,71176
" ""20037""",(D),(D),(D),(D),11001,1951,6718,23167,20483,(D),(D),12281,(D),(D),(D),(D),(D),(D),(D),30692,46557,51789,33631
" ""20039""",53045,25548,27520,11279,39155,10074,(D),(D),48399,61681,86652,50928,67912,62720,63219,76614,26215,19812,14362,42619,51304,144102,86491
" ""20041""",27535,17949,57229,66387,47543,79579,55541,79174,62087,35042,43823,30971,37978,14890,12987,16830,9295,44059,45253,51249,64087,47632,80386
" ""20043""",12275,7247,3085,32027,26806,19573,60274,54279,53674,4841,34774,31049,49917,14259,22089,15544,31695,23726,58938,38106,74374,28470,21095
" ""20045""",(D),(D),(D),(D),(D),(D),(D),3778,23848,8170,(D),(D),(D),(D),(D),(D),11982,24597,23653,22813,45824,26373,29281
" ""20047""",37037,46100,44997,42635,43601,27311,57372,63518,76325,60959,75010,(D),102562,81371,102572,111141,87730,76063,64243,65015,91992,94894,117295
" ""20049""",6846,14130,11219,14383,11361,9778,15504,1990,994,10748,7208,5906,10138,7808,(D),776,4292,654,943,1903,2143,620,20033
" ""20051""",(D),(D),(D),(D),(D),13311,(D),45140,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),34189,18937,51070
" ""20053""",(D),(D),(D),(D),(D),(D),(D),(D),18773,17223,20200,27958,20696,13115,14514,2578,2036,14029,21758,24695,32841,33377,65641
" ""20055""",78626,67518,85346,95285,120284,81107,69654,92827,162871,250210,280195,(D),272678,193411,244079,315743,235778,204538,154351,173007,257178,282227,361345
" ""20057""",50924,78332,79759,55522,81547,53490,45337,71962,78471,124979,106451,94278,146824,79599,108014,153610,67932,72872,33209,71787,102153,73701,111446
" ""20059""",3192,11959,304,15201,2224,3087,1041,1109,16387,2899,5263,5366,11351,1468,5473,1924,5849,30747,18722,35407,70402,44846,52478
" ""20061""",8059,(D),7419,10631,6071,3460,1177,529,574,1859,2581,389,9084,6150,1099,6091,9159,18395,13022,11233,19410,14613,21077
" ""20063""",35275,23562,32070,14147,36518,11239,52049,36425,44192,(D),70056,36703,63728,18310,26423,48181,(D),(D),(D),(D),48661,93330,83528
" ""20065""",16946,4507,11922,873,13857,1245,36519,(D),24624,22723,45640,36790,48049,14783,19992,4384,3705,6656,16849,19688,36919,36832,70335
" ""20067""",58316,67990,92169,84050,128021,75744,69890,85528,72813,132595,218783,203603,252362,251391,147612,231899,130516,166096,50842,130756,82768,45947,59119
" ""20069""",(D),(D),57638,(D),(D),34828,65716,68033,103314,(D),311648,300957,387793,365823,331260,408126,332163,283302,204492,209887,246769,323865,419265
" ""20071""",39928,6107,(D),11344,(D),2856,48734,33753,23112,44417,54771,49291,63646,40267,17491,50836,110239,96858,74064,90585,123381,172916,126389
" ""20073""",15428,14114,19610,22251,17344,28848,27402,6030,857,11153,846,5950,22607,17356,16930,11289,2406,6958,2103,17175,24294,18941,58466
" ""20075""",64952,23436,44625,51351,(D),(D),(D),(D),(D),(D),(D),108965,181067,208676,160736,116439,126933,130981,102187,128135,102909,131633,177088
" ""20077""",1722,21536,52324,37760,50845,74723,39016,53220,18092,17740,23313,24327,31180,39290,9428,3982,15559,5196,6507,28035,33459,34679,57581
" ""20079""",8585,11960,23147,(D),24717,45432,39851,59241,56706,26166,30660,64641,62979,27706,5452,9250,10521,26492,35708,40635,67119,60650,82904
" ""20081""",112054,(D),(D),(D),(D),(D),(D),(D),(D),168715,245891,171606,267280,244699,180326,241341,243500,166066,67724,128405,132528,136166,263818
" ""20083""",11750,6273,15533,12278,22308,(D),(D),(D),32898,47712,51398,40070,80231,68110,(D),(D),(D),(D),(D),(D),71159,83090,125594
" ""20085""",5292,(D),5980,(D),(D),(D),5261,(D),1370,572,10062,(D),(D),(D),4955,2534,7631,3530,1986,15644,17490,2057,1821
" ""20087""",9796,1707,4389,17640,3798,1174,815,929,10370,985,23670,16449,24892,10335,16864,20203,18330,27687,38022,29769,46010,27703,31971
" ""20089""",20070,4414,32905,28090,16274,31153,36254,58286,33967,19832,82499,47243,79740,51465,50634,(D),(D),(D),(D),(D),77175,33844,107956
" ""20091""",14995,11494,4987,10048,11051,8772,5286,8040,3876,1327,13520,12239,4910,2463,9019,6871,12606,16765,18613,14979,31118,32980,31066
" ""20093""",49104,51054,62409,49226,(D),(D),45979,43198,69178,101532,107421,119552,138441,107354,87757,91726,88227,71621,59845,75585,99744,118419,161176
" ""20095""",4704,18441,35781,39380,34318,72868,30507,33037,9422,1762,5299,20319,38849,27813,20798,17575,4888,7761,13542,29340,37281,24502,52202
" ""20097""",4851,9675,30259,24732,21097,24601,32693,16684,8428,9095,19043,15069,30414,1038,(D),1982,2393,24079,13808,27199,42711,25593,39846
" ""20099""",16129,1667,(D),(D),(D),(D),1148,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),70606,105013,86972
" ""20101""",18878,6202,21263,1257,32825,27482,34159,57462,40200,69514,91479,93130,90982,81183,(D),(D),(D),(D),(D),(D),55345,94419,126784
" ""20103""",1283,3895,1237,(D),541,1433,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),6853,12591,3912,3428
" ""20105""",9594,618,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),4887,4270,(D),(D),(D),26450,19807,67015
" ""20107""",4155,5692,2188,11210,6554,1207,(D),1014,4384,1367,999,796,2500,1014,3486,2015,2484,12171,11739,21128,34541,31100,31864
" ""20109""",18141,(D),23669,6182,27120,1446,43007,34902,33694,41581,52452,37601,67029,25931,21365,15286,8593,7553,15448,32456,48571,84912,72122
" ""20111""",(D),(D),7800,23899,17921,19753,10141,(D),(D),(D),(D),(D),13318,(D),4337,12370,19786,45728,25438,42268,59836,41054,69223
" ""20113""",25314,28157,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),37873,53476,82815,118666,143720,142474,96662,141699
" ""20115""",10372,6190,41715,69348,64636,36383,51588,45364,41848,31607,19014,29432,42719,22379,15655,29823,32298,55129,58466,59697,74515,57166,94371
" ""20117""",28683,22380,26629,92375,71377,94809,49165,68963,75697,33587,100429,62240,62885,20569,9289,10105,7532,11776,9256,24778,40297,7024,8988
" ""20119""",13005,22639,34146,38801,47434,3103,73281,33456,59682,94945,127739,116260,157384,103516,77675,90938,77401,76952,71067,71439,116114,90439,128021
" ""20121""",1683,9797,4533,10477,2073,(D),1216,1199,1135,1245,2977,(D),(D),(D),(D),(D),(D),(D),(D),(D),27987,2666,10078
" ""20123""",27932,11635,48750,45865,41936,58577,(D),91494,(D),(D),(D),97473,105203,93510,76794,66129,61085,106447,110960,137209,129041,96416,205741
" ""20125""",1021,(D),3769,7456,(D),2740,1394,1415,5390,5873,4252,25906,26636,11787,5391,4122,5778,11943,14701,32038,45541,44756,56344
" ""20127""",(D),(D),7855,11033,9809,7857,3208,2143,26727,16110,18173,30488,34153,27498,37435,42045,33603,52957,32576,38366,46267,44046,74016
" ""20129""",19996,2235,19167,34389,47553,27274,17957,(D),7640,26141,21042,31618,50528,37555,3717,1240,41757,42597,26814,44565,75314,66661,101494
" ""20131""",37526,8617,21149,71856,41384,10900,52137,46689,74675,52051,145287,103101,88002,57781,15080,3844,64254,72370,21867,50302,73295,12749,7235
" ""20133""",997,3965,13467,19608,(D),30314,30117,19267,17463,17455,6287,29585,26078,12661,2011,2783,4403,4996,9212,23056,31999,31069,39719
" ""20135""",10643,12568,29324,15381,19923,9296,39646,49343,30068,28019,15189,25642,26199,4001,11896,1639,3535,18841,19827,24622,38948,45257,81090
" ""20137""",22350,7305,24183,25389,44572,29747,53432,22444,26147,63742,65848,43258,87912,55037,25063,32565,17490,24582,34203,48823,73512,126910,154695
" ""20139""",5554,4958,(D),17633,(D),(D),631,2378,16077,875,3580,933,14271,1543,1848,10842,9412,32255,26680,32320,58528,36251,52077
" ""20141""",16312,11785,25361,18335,15901,22786,30676,42547,28477,23830,(D),32576,50314,(D),(D),(D),6464,15617,13470,20883,34007,30999,91125
" ""20143""",10982,11734,23079,(D),16923,36874,17456,37598,26406,28292,31472,22792,20438,8229,4813,1480,5278,5596,4742,19354,35228,30106,44323
" ""20145""",37737,31556,31916,29737,44832,23760,16253,56010,53017,58998,66874,71943,122791,94223,118541,155962,61262,54152,50807,54813,86222,59532,105240
" ""20147""",23244,9969,26631,14063,28144,24539,38608,28476,26401,22396,45229,33338,64269,28751,16859,2330,4704,10761,25338,37610,61414,37757,78649
" ""20149""",6967,6850,9487,18942,9860,2962,2923,3211,11991,3884,29535,17962,34084,9571,(D),(D),4957,20314,18327,29375,38846,24938,36987
" ""20151""",20212,45110,59116,52937,40698,45598,28862,(D),(D),40494,(D),86051,118604,84975,90894,101153,46575,(D),49505,52321,84902,76284,101060
" ""20153""",33171,17722,24528,1583,12877,2455,31057,(D),20821,44403,63351,31399,84043,24061,8970,5189,12370,2984,2397,30135,66409,142676,40692
" ""20155""",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),28819,45137,87627,61954,91092
" ""20157""",27195,35996,35395,33502,21016,25546,39646,64077,63803,43815,95528,67739,92491,59785,53758,60660,43447,42501,55173,52774,93202,36712,99009
" ""20159""",11199,5122,31542,53424,38221,40246,26127,64755,42782,44845,83951,80762,91278,69850,64896,72646,92164,89363,101153,75647,135496,138792,163624
" ""20161""",(D),(D),(D),(D),(D),4000,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),23249,9497,21244
" ""20163""",11542,6690,14121,1031,4546,1559,20962,32653,18109,12711,42952,(D),33015,(D),7806,3755,15723,2494,2647,16483,29432,6475,58593
" ""20165""",(D),(D),29656,19343,20667,19253,34712,35195,19731,18976,18275,(D),36007,22457,22882,16313,10433,22821,29318,27136,46175,17788,47761
" ""20167""",579,1855,13318,7406,8047,3424,18894,26935,14585,21414,26686,29895,26035,10879,15023,1844,3790,15907,15529,19779,31689,19774,56888
" ""20169""",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),25560,(D),(D),1993,5511,(D),(D),(D),28560,20881,29909
" ""20171""",97726,56835,63388,14376,94522,50941,3841,93007,153619,240209,318194,188265,281341,265541,288947,317617,240052,164766,66092,128743,116802,188064,234964
" ""20173""",3125,8376,22922,56365,38697,81640,32831,56849,56323,74783,51573,104178,91630,46623,33014,30110,32024,53455,53404,78328,80109,63857,82044
" ""20175""",2266,44338,24730,23251,44425,2270,12810,(D),62049,87012,126858,108289,158275,128689,105426,153791,117797,105041,58222,77705,109440,103174,151082
" ""20177""",(D),(D),(D),(D),(D),(D),(D),16461,(D),(D),17881,(D),(D),(D),4958,4307,2740,11669,13230,16883,32664,10460,14487
" ""20179""",36700,21550,42501,34889,57500,1894,84258,52147,64160,47230,78232,68310,117727,55034,47205,58834,32998,2954,7009,49812,57888,91722,124597
" ""20181""",(D),(D),(D),(D),(D),(D),97150,50544,78157,93496,126932,106639,148804,48954,33681,28928,35973,37262,29572,49851,96119,153289,128414
" ""20183""",(D),(D),(D),(D),25232,(D),(D),58017,47265,49166,94233,45616,69329,29644,49490,19000,12459,37867,44709,56337,97270,66413,111841
" ""20185""",16685,39365,44794,49168,45549,60309,55823,44490,65573,47595,59226,43414,65066,37880,35389,62290,54880,61075,55155,70399,92738,78359,139961
" ""20187""",20372,13925,23879,24354,45265,2088,62270,(D),48671,78381,92769,56591,97871,60403,46455,49368,65871,56767,80416,77858,112956,140047,126116
" ""20189""",24773,4077,37226,64132,60253,13402,84236,(D),60206,91521,114198,105570,154596,102655,49339,86343,143044,107649,79413,80707,143396,104237,149278
" ""20191""",743,2663,45647,79217,57809,134263,66317,119087,82804,96203,55768,84183,55911,29074,16120,3075,3750,23044,51787,52212,113501,129727,131601
" ""20193""",(D),(D),34025,1426,(D),2617,94213,81010,39148,117082,152642,107320,163015,46646,13469,41424,25831,40595,33556,66179,114483,202503,172353
" ""20195""",5667,(D),12561,(D),(D),662,26927,29939,31410,35678,19100,30557,47036,29854,35063,25140,8079,25798,26576,26516,38203,53579,84374
